targets,predictions,error,error_square
21.385792490468344,21.59128435331101,-0.20549186284266696,0.04222690569454945
21.094768974875326,22.30904826434476,-1.2142792894694345,1.4744741928343947
20.70673764547199,21.38673363468438,-0.6799959892123901,0.462394545344937
20.70673764547199,21.396323856890067,-0.689586211418078,0.47552914297793814
20.90075330605354,21.68985553115775,-0.7891022251042088,0.6226823216644134
21.288784649190593,20.81742725817387,0.47135739101672414,0.22217779006609298
20.70673764547199,21.37867077769392,-0.6719331322219304,0.4514941341775742
23.228941386849808,20.89182880659287,2.337112580256939,5.462095212795246
22.355870881271898,21.16316268370519,1.1927081975667093,1.4225528445428286
23.519964888709108,21.90236066533879,1.6176042233703178,2.616643423465489
20.609729782220292,22.33887368049182,-1.729143898271527,2.989938620929653
21.579808151049896,20.816648809072834,0.7631593419770617,0.5824121812468618
24.587051120790413,22.057416756869575,2.529634363920838,6.399050015129183
25.36311367522083,22.62320048968939,2.7399131855314423,7.507124264249056
24.296027443139522,23.172142773076384,1.1238846700631377,1.263116751602928
24.296027443139522,23.263215121243828,1.032812321895694,1.0667012922595744
24.102011892427715,22.41570339417256,1.6863084982551548,2.8436363512875555
24.393035218495427,22.82034056009222,1.5726946584032078,2.4733684885699825
23.713980615212506,23.26731915166504,0.4466614635474677,0.19950646301836583
23.519964888709108,23.612602485179067,-0.0926375964699595,0.008581724279731053
24.00500411707181,23.72987217479777,0.27513194227404014,0.07569758565948576
24.68405889614632,23.55368505539147,1.1303738407548494,1.2777450198628695
26.333192131946227,24.219123545408507,2.1140685865377193,4.4692859885855905
25.460121450576732,24.659481474181547,0.8006399763951855,0.6410243718020832
26.04216845429534,24.61092713431774,1.4312413199775982,2.0484517160112174
27.30327058867163,25.227819546675626,2.075451041996004,4.3074970277223
26.915239135664834,25.857270861687162,1.0579682739776715,1.1192968687432934
27.691301690095248,25.575997640274725,2.115304049820523,4.474511223187105
27.59429426632252,25.418480290715696,2.1758139756068253,4.734166456445979
26.04216845429534,26.11136002346303,-0.06919156916768898,0.004787473243887089
26.04216845429534,24.562427641429498,1.4797408128658418,2.1896328732608623
27.30327058867163,25.24013374743832,2.063136841233309,4.256533625654155
27.59429426632252,26.612953897282182,0.9813403690403391,0.9630289199082288
28.27334904539703,26.88232040283368,1.3910286425633487,1.9349606844316325
28.564372019881567,27.261058809314864,1.303313210566703,1.6986253248376868
27.400278012444357,27.30674774628885,0.09353026615550775,0.008747910687120117
27.98232536774614,26.537519968812802,1.4448053989333367,2.087462640786918
28.95240382447154,26.256208424834107,2.696195399637432,7.269469633026051
29.34043492589516,27.891304702305664,1.4491302235894956,2.0999784049205417
29.14641937518335,27.840479838286956,1.3059395368963926,1.7054780740291644
29.24342750212243,27.898181669241232,1.3452458328811971,1.8096863508842258
29.43744305283424,28.251837780315952,1.1856052725182877,1.4056598622231633
29.92248228119694,28.559945587687352,1.3625366935095897,1.8565062411600457
29.63145860354605,28.46676057621133,1.1646980273347225,1.356521494877394
29.92248228119694,28.707195653738232,1.2152866274587097,1.4769215868799648
29.34043492589516,28.87214863590055,0.46828628999460875,0.2192920493969148
26.624215458013943,28.290829057774467,-1.6666135997605238,2.7776008909067316
27.691301690095248,27.476400692356826,0.21490099773842175,0.04618243882896915
28.17634091845795,27.626232082090777,0.5501088363671727,0.30261973184924473
28.564372019881567,28.033610102559923,0.5307619173216445,0.28170821287894815
28.564372019881567,28.059289737783544,0.505082282098023,0.2551081116893469
27.691301690095248,28.175913393315124,-0.48461170321987623,0.2348485028976694
28.46736459610884,27.134467067558475,1.3328975285503653,1.7766158216156718
28.95240382447154,28.23701643992046,0.7153873845510788,0.511779109974833
29.825474154257858,27.97051428250925,1.8549598717486084,3.440876125797614
29.728466027318778,28.875253818516857,0.8532122088019207,0.7279710732486524
30.504528933332367,29.191448038951556,1.3130808943808105,1.7241814351879095
30.98956816169507,29.249254641692477,1.7403135200025908,3.0286911479038077
